"Date","Price","Open","High","Low","Vol.","Change %"
"04-03-2022","13,893.15","14,020.20","14,075.00","13,828.45","2.16B","-1.72%"
"03-03-2022","14,135.95","14,327.70","14,364.60","14,094.30","1.98B","-0.45%"
"02-03-2022","14,199.80","14,161.70","14,265.50","14,104.75","1.96B","-0.76%"
"28-02-2022","14,307.95","14,047.75","14,320.95","13,928.80","2.04B","0.85%"
"25-02-2022","14,187.40","14,018.10","14,247.05","14,007.70","2.08B","2.99%"
"24-02-2022","13,775.70","14,055.85","14,180.85","13,747.45","2.90B","-5.04%"
"23-02-2022","14,506.95","14,581.05","14,629.05","14,482.30","1.36B","0.12%"
"22-02-2022","14,489.05","14,269.45","14,527.20","14,267.60","1.79B","-0.74%"
"21-02-2022","14,597.10","14,638.35","14,733.10","14,498.20","1.69B","-0.77%"
"18-02-2022","14,710.70","14,711.30","14,815.00","14,692.65","1.11B","-0.42%"
"17-02-2022","14,772.05","14,857.10","14,895.65","14,725.05","1.17B","-0.12%"
"16-02-2022","14,789.90","14,876.65","14,935.60","14,756.50","1.47B","-0.11%"
"15-02-2022","14,805.55","14,469.00","14,822.75","14,348.40","1.81B","2.81%"
"14-02-2022","14,400.40","14,606.55","14,638.65","14,370.70","1.73B","-3.30%"
"11-02-2022","14,891.30","14,988.95","14,990.60","14,862.05","1.40B","-1.46%"
"10-02-2022","15,112.20","15,084.35","15,134.10","14,972.35","1.68B","0.64%"
"09-02-2022","15,016.35","14,942.75","15,026.50","14,925.05","1.41B","1.07%"
"08-02-2022","14,857.05","14,926.50","14,955.25","14,689.15","1.79B","-0.09%"
"07-02-2022","14,870.60","15,065.05","15,126.65","14,796.20","1.78B","-1.42%"
"04-02-2022","15,085.45","15,159.60","15,188.40","15,048.35","1.70B","-0.33%"
"03-02-2022","15,135.90","15,289.15","15,296.35","15,101.00","1.72B","-1.03%"
"02-02-2022","15,293.35","15,218.25","15,304.60","15,201.45","1.98B","1.17%"
"01-02-2022","15,116.20","15,073.15","15,138.20","14,850.30","2.29B","1.31%"
"31-01-2022","14,921.45","14,894.75","14,975.80","14,857.55","1.70B","1.35%"
"28-01-2022","14,723.25","14,773.05","14,952.15","14,701.60","2.11B","0.30%"
"27-01-2022","14,679.70","14,671.70","14,735.75","14,489.80","2.25B","-1.03%"
"25-01-2022","14,832.20","14,577.55","14,853.00","14,410.90","2.06B","0.82%"
"24-01-2022","14,712.05","15,155.00","15,165.40","14,577.15","2.09B","-3.09%"
"21-01-2022","15,180.80","15,252.90","15,294.70","15,069.05","1.62B","-1.17%"
"20-01-2022","15,361.10","15,464.45","15,486.15","15,280.55","1.45B","-0.72%"
"19-01-2022","15,472.50","15,580.40","15,580.40","15,403.20","1.82B","-0.65%"
"18-01-2022","15,573.10","15,819.45","15,834.20","15,546.65","1.88B","-1.32%"
"17-01-2022","15,781.25","15,731.35","15,794.95","15,718.25","1.70B","0.32%"
"14-01-2022","15,730.40","15,667.95","15,754.45","15,619.55","1.60B","0.06%"
"13-01-2022","15,721.05","15,710.30","15,730.95","15,629.45","1.90B","0.34%"
"12-01-2022","15,667.90","15,627.05","15,678.70","15,595.65","2.49B","0.88%"
"11-01-2022","15,530.55","15,497.50","15,559.10","15,462.05","3.92B","0.23%"
"10-01-2022","15,495.55","15,427.65","15,504.00","15,400.55","1.86B","0.96%"
"07-01-2022","15,348.55","15,333.45","15,418.40","15,255.45","1.96B","0.38%"
"06-01-2022","15,290.10","15,275.75","15,315.50","15,197.10","1.88B","-0.69%"
"05-01-2022","15,396.40","15,329.75","15,410.60","15,264.85","1.91B","0.51%"
"04-01-2022","15,318.75","15,260.90","15,333.60","15,168.15","2.03B","0.75%"
"03-01-2022","15,204.60","15,030.50","15,220.05","15,028.55","1.75B","1.39%"
"31-12-2021","14,996.20","14,879.25","15,022.35","14,877.85","1.84B","1.04%"
"30-12-2021","14,842.05","14,856.10","14,894.65","14,815.00","1.82B","-0.14%"
"29-12-2021","14,863.40","14,866.20","14,922.35","14,835.35","1.62B","-0.03%"
"28-12-2021","14,867.85","14,809.50","14,880.85","14,805.30","1.23B","0.95%"
"27-12-2021","14,727.60","14,617.15","14,745.55","14,515.25","1.36B","0.43%"
"24-12-2021","14,664.80","14,813.90","14,819.20","14,605.05","1.40B","-0.59%"
"23-12-2021","14,751.45","14,738.30","14,779.30","14,708.70","1.28B","0.76%"
"22-12-2021","14,639.75","14,542.70","14,652.35","14,522.55","1.41B","1.23%"
"21-12-2021","14,461.40","14,423.70","14,584.95","14,386.45","1.66B","1.12%"
"20-12-2021","14,300.70","14,523.50","14,533.80","14,128.15","2.12B","-2.54%"
"17-12-2021","14,673.15","14,952.75","14,966.10","14,658.50","1.92B","-1.76%"
"16-12-2021","14,936.45","15,072.95","15,078.85","14,891.60","1.66B","-0.11%"
"15-12-2021","14,953.10","15,050.10","15,075.70","14,936.60","1.51B","-0.60%"
"14-12-2021","15,043.25","15,005.50","15,072.00","14,947.95","1.82B","-0.14%"
"13-12-2021","15,064.25","15,258.10","15,280.00","15,052.90","2.05B","-0.60%"
"10-12-2021","15,155.00","15,103.65","15,168.80","15,069.80","2.45B","0.19%"
"09-12-2021","15,126.60","15,126.55","15,141.00","15,023.20","3.13B","0.35%"
"08-12-2021","15,073.25","14,945.30","15,084.50","14,941.30","1.74B","1.61%"
"07-12-2021","14,834.50","14,733.25","14,881.75","14,683.25","2.07B","1.48%"
"06-12-2021","14,618.35","14,876.25","14,882.15","14,599.35","2.91B","-1.60%"
"03-12-2021","14,856.30","15,002.65","15,054.95","14,845.25","2.47B","-0.79%"
"02-12-2021","14,973.95","14,808.80","14,990.30","14,786.65","2.14B","1.28%"
"01-12-2021","14,784.70","14,743.70","14,822.50","14,694.30","2.32B","0.93%"
"30-11-2021","14,648.35","14,662.05","14,912.75","14,608.60","2.70B","-0.06%"
"29-11-2021","14,656.45","14,683.05","14,749.50","14,402.10","2.24B","-0.35%"
"26-11-2021","14,707.20","14,990.85","15,012.10","14,674.75","2.24B","-2.93%"
"25-11-2021","15,150.60","15,057.60","15,166.65","14,984.70","1.86B","0.69%"
"24-11-2021","15,046.50","15,159.95","15,199.20","14,997.30","1.87B","-0.41%"
"23-11-2021","15,107.80","14,876.00","15,137.15","14,820.40","2.14B","0.88%"
"22-11-2021","14,976.70","15,333.90","15,339.65","14,846.70","2.11B","-2.13%"
"18-11-2021","15,302.55","15,461.50","15,502.60","15,239.80","1.73B","-0.99%"
"17-11-2021","15,454.95","15,487.15","15,560.75","15,436.95","1.37B","-0.45%"
"16-11-2021","15,525.40","15,613.10","15,626.65","15,492.60","1.51B","-0.43%"
"15-11-2021","15,592.60","15,625.75","15,664.45","15,558.05","1.33B","0.09%"
"12-11-2021","15,579.00","15,504.35","15,591.45","15,429.60","1.54B","1.09%"
"11-11-2021","15,411.10","15,497.25","15,499.90","15,351.20","1.51B","-0.71%"
"10-11-2021","15,521.10","15,492.05","15,562.45","15,458.50","1.89B","-0.13%"
"09-11-2021","15,541.95","15,542.05","15,579.50","15,487.70","2.04B","0.14%"
"08-11-2021","15,520.15","15,474.25","15,535.05","15,313.20","1.76B","0.93%"
"04-11-2021","15,376.90","15,380.95","15,396.85","15,363.35","371.11M","0.62%"
"03-11-2021","15,282.75","15,367.70","15,397.30","15,212.15","1.62B","-0.21%"
"02-11-2021","15,314.65","15,344.35","15,373.70","15,278.70","1.71B","0.08%"
"01-11-2021","15,302.70","15,179.40","15,318.15","15,111.30","1.86B","1.43%"
"29-10-2021","15,086.90","15,163.50","15,266.40","14,961.50","2.34B","-0.68%"
"28-10-2021","15,190.85","15,475.40","15,475.45","15,148.20","2.39B","-1.90%"
"27-10-2021","15,484.35","15,541.75","15,583.20","15,454.10","1.91B","-0.10%"
"26-10-2021","15,499.65","15,360.35","15,528.90","15,356.50","2.38B","1.08%"
"25-10-2021","15,334.35","15,492.00","15,498.40","15,181.60","2.42B","-0.42%"
"22-10-2021","15,399.70","15,537.05","15,600.45","15,328.90","2.66B","-0.57%"
"21-10-2021","15,487.65","15,666.60","15,667.00","15,373.45","2.52B","-0.52%"
"20-10-2021","15,568.65","15,768.00","15,776.35","15,497.00","2.61B","-1.20%"
"19-10-2021","15,757.85","16,003.95","16,004.45","15,716.70","2.96B","-0.81%"
"18-10-2021","15,886.15","15,924.10","15,949.20","15,871.40","3.73B","0.74%"
"14-10-2021","15,769.25","15,733.30","15,781.00","15,710.10","2.58B","0.88%"
"13-10-2021","15,631.40","15,573.60","15,660.20","15,546.85","3.03B","0.97%"
"12-10-2021","15,481.90","15,426.60","15,493.25","15,371.80","2.78B","0.35%"
"11-10-2021","15,428.00","15,374.50","15,497.80","15,356.55","2.17B","0.41%"
"08-10-2021","15,365.20","15,375.30","15,402.70","15,317.40","1.86B","0.49%"
"07-10-2021","15,290.15","15,274.65","15,335.95","15,251.00","2.13B","1.03%"
"06-10-2021","15,134.55","15,328.95","15,349.20","15,109.10","2.58B","-0.95%"
"05-10-2021","15,280.10","15,171.25","15,287.70","15,150.50","2.53B","0.65%"
"04-10-2021","15,181.15","15,094.40","15,195.20","15,075.25","2.05B","1.11%"
"01-10-2021","15,013.95","14,994.80","15,031.55","14,932.75","2.55B","-0.26%"
"30-09-2021","15,052.65","15,109.70","15,137.55","15,026.95","3.25B","-0.23%"
"29-09-2021","15,086.95","15,023.30","15,141.05","14,985.40","3.07B","-0.06%"
"28-09-2021","15,095.60","15,235.10","15,239.65","14,967.05","2.25B","-0.62%"
"27-09-2021","15,189.05","15,261.35","15,262.65","15,139.60","1.86B","-0.02%"
"24-09-2021","15,191.95","15,274.10","15,305.20","15,160.45","2.68B","-0.09%"
"23-09-2021","15,205.45","15,097.10","15,219.35","15,085.55","2.05B","1.43%"
"22-09-2021","14,990.55","14,977.30","15,030.85","14,950.35","2.02B","0.30%"
"21-09-2021","14,946.30","14,856.85","14,959.45","14,734.70","2.23B","0.81%"
"20-09-2021","14,826.75","14,907.50","15,047.65","14,800.85","2.43B","-1.33%"
"17-09-2021","15,027.25","15,169.90","15,207.70","14,979.35","4.29B","-0.51%"
"16-09-2021","15,104.90","15,050.85","15,115.35","15,012.25","5.35B","0.56%"
"15-09-2021","15,020.55","14,927.95","15,028.65","14,921.10","3.14B","0.78%"
"14-09-2021","14,904.35","14,917.05","14,935.55","14,881.55","2.92B","0.35%"
"13-09-2021","14,852.20","14,839.80","14,865.75","14,769.10","1.67B","0.11%"
"09-09-2021","14,836.45","14,780.60","14,844.40","14,774.15","1.83B","0.22%"
"08-09-2021","14,803.60","14,802.85","14,825.10","14,716.65","2.68B","0.13%"
"07-09-2021","14,784.25","14,834.95","14,852.25","14,713.55","2.37B","-0.15%"
"06-09-2021","14,805.85","14,827.05","14,843.40","14,783.45","1.61B","0.32%"
"03-09-2021","14,759.30","14,724.70","14,770.85","14,682.20","2.45B","0.51%"
"02-09-2021","14,684.35","14,571.30","14,692.00","14,548.50","2.20B","0.91%"
"01-09-2021","14,551.35","14,611.65","14,640.60","14,527.05","1.84B","-0.03%"
"31-08-2021","14,555.90","14,421.30","14,571.80","14,393.50","1.94B","1.10%"
"30-08-2021","14,397.90","14,257.40","14,411.95","14,250.55","1.42B","1.45%"
"27-08-2021","14,192.50","14,126.30","14,203.95","14,064.10","1.32B","0.61%"
"26-08-2021","14,106.95","14,106.45","14,147.05","14,074.90","1.49B","0.09%"
"25-08-2021","14,093.60","14,103.10","14,145.45","14,070.55","1.38B","0.22%"
"24-08-2021","14,063.25","13,986.95","14,075.90","13,942.50","1.61B","0.95%"
"23-08-2021","13,930.55","14,063.35","14,063.50","13,841.00","2.03B","-0.10%"
"20-08-2021","13,943.95","13,951.50","14,047.90","13,910.20","1.89B","-1.08%"
"18-08-2021","14,095.55","14,171.05","14,186.50","14,072.00","1.75B","-0.12%"
"17-08-2021","14,113.10","14,063.90","14,123.60","14,010.90","1.57B","0.30%"
"16-08-2021","14,070.80","14,063.75","14,087.40","14,016.75","1.31B","0.04%"
"13-08-2021","14,065.30","13,997.75","14,079.65","13,991.70","1.56B","0.67%"
"12-08-2021","13,971.95","13,901.10","13,979.85","13,884.05","1.49B","0.69%"
"11-08-2021","13,876.55","13,924.05","13,938.60","13,716.70","1.97B","-0.12%"
"10-08-2021","13,892.75","13,957.60","13,996.85","13,809.45","1.94B","-0.30%"
"09-08-2021","13,935.05","13,993.60","14,007.55","13,870.25","2.36B","-0.14%"
"06-08-2021","13,954.65","13,996.60","14,029.80","13,946.05","2.81B","-0.19%"
"05-08-2021","13,981.55","14,000.90","14,003.10","13,891.70","3.96B","0.09%"
"04-08-2021","13,969.35","13,998.05","14,045.05","13,944.10","3.15B","0.22%"
"03-08-2021","13,939.20","13,840.60","13,950.25","13,817.90","2.41B","1.13%"
"02-08-2021","13,783.70","13,759.80","13,789.90","13,732.85","1.95B","0.87%"
"30-07-2021","13,664.25","13,671.55","13,739.70","13,635.45","2.16B","0.15%"
"29-07-2021","13,643.75","13,631.50","13,668.90","13,608.90","2.11B","0.48%"
"28-07-2021","13,579.15","13,631.55","13,631.55","13,409.10","2.02B","-0.23%"
"27-07-2021","13,610.30","13,715.15","13,740.90","13,569.35","1.84B","-0.47%"
"26-07-2021","13,675.10","13,692.20","13,731.10","13,648.45","1.80B","-0.09%"
"23-07-2021","13,687.00","13,711.25","13,728.40","13,629.65","2.60B","0.12%"
"22-07-2021","13,670.20","13,592.40","13,678.95","13,590.30","2.17B","1.29%"
"20-07-2021","13,495.60","13,594.85","13,614.75","13,437.15","1.80B","-0.91%"
"19-07-2021","13,619.85","13,624.30","13,693.35","13,573.65","2.36B","-0.89%"
"16-07-2021","13,742.35","13,756.75","13,761.10","13,706.50","2.08B","0.16%"
"15-07-2021","13,720.35","13,686.35","13,738.60","13,677.35","1.62B","0.43%"
"14-07-2021","13,661.10","13,638.30","13,678.80","13,606.35","1.35B","0.24%"
"13-07-2021","13,628.85","13,633.10","13,635.55","13,580.45","1.54B","0.59%"
"12-07-2021","13,549.00","13,603.60","13,620.15","13,512.70","1.81B","0.16%"
"09-07-2021","13,527.95","13,513.50","13,545.65","13,470.20","1.57B","-0.04%"
"08-07-2021","13,532.70","13,627.70","13,660.85","13,488.10","1.87B","-0.72%"
"07-07-2021","13,631.00","13,577.50","13,644.45","13,542.05","1.79B","0.42%"
"06-07-2021","13,574.15","13,579.15","13,661.90","13,561.75","2.23B","-0.09%"
"05-07-2021","13,585.75","13,558.40","13,593.50","13,536.90","1.99B","0.68%"
"02-07-2021","13,494.45","13,480.30","13,506.10","13,435.25","1.81B","0.30%"
"01-07-2021","13,454.10","13,504.70","13,505.05","13,441.55","2.05B","-0.14%"
"30-06-2021","13,473.55","13,513.25","13,552.95","13,462.20","2.23B","-0.06%"
"29-06-2021","13,481.95","13,535.55","13,567.80","13,461.25","2.12B","-0.38%"
"28-06-2021","13,533.05","13,589.75","13,589.85","13,515.05","2.29B","-0.05%"
"25-06-2021","13,539.40","13,512.15","13,549.10","13,471.00","2.38B","0.53%"
"24-06-2021","13,468.25","13,460.80","13,486.75","13,434.50","1.93B","0.33%"
"23-06-2021","13,423.35","13,570.10","13,570.20","13,412.45","2.59B","-0.50%"
"22-06-2021","13,491.10","13,543.40","13,589.65","13,473.35","2.64B","0.26%"
"21-06-2021","13,456.10","13,240.90","13,468.80","13,221.05","2.61B","0.52%"
"18-06-2021","13,386.55","13,471.90","13,474.95","13,155.55","3.64B","-0.29%"
"17-06-2021","13,425.15","13,405.90","13,520.90","13,372.40","2.30B","-0.63%"
"16-06-2021","13,510.60","13,595.10","13,621.65","13,487.15","2.25B","-0.71%"
"15-06-2021","13,607.80","13,601.35","13,634.35","13,587.75","2.29B","0.40%"
"14-06-2021","13,554.15","13,551.75","13,565.00","13,342.40","2.89B","-0.07%"
"11-06-2021","13,563.85","13,577.05","13,601.00","13,513.85","2.69B","0.35%"
"10-06-2021","13,517.20","13,458.65","13,524.85","13,431.25","2.59B","0.90%"
"09-06-2021","13,396.40","13,532.20","13,569.75","13,333.85","3.37B","-0.74%"
"08-06-2021","13,496.55","13,510.05","13,513.05","13,420.55","2.76B","0.13%"
"07-06-2021","13,479.65","13,454.10","13,498.30","13,418.50","3.33B","0.64%"
"04-06-2021","13,393.90","13,412.75","13,433.60","13,352.15","3.06B","0.10%"
"03-06-2021","13,380.50","13,347.05","13,392.75","13,332.00","2.70B","0.80%"
"02-06-2021","13,274.25","13,183.80","13,290.70","13,177.80","2.62B","0.48%"
"01-06-2021","13,210.40","13,274.25","13,292.40","13,164.85","2.04B","-0.12%"
"31-05-2021","13,226.35","13,135.85","13,244.40","13,080.65","2.22B","0.83%"
"28-05-2021","13,117.05","13,134.70","13,160.35","13,098.85","2.52B","0.39%"
"27-05-2021","13,066.25","13,052.85","13,091.35","13,007.15","3.50B","0.34%"
"26-05-2021","13,022.20","13,010.00","13,043.85","12,954.15","2.37B","0.46%"
"25-05-2021","12,963.00","13,045.40","13,046.15","12,929.15","2.54B","0.00%"
"24-05-2021","12,962.45","12,963.00","13,003.60","12,912.25","2.95B","0.35%"
"21-05-2021","12,917.85","12,815.55","12,929.05","12,803.15","2.67B","1.42%"
"20-05-2021","12,736.45","12,831.30","12,854.65","12,718.20","2.68B","-0.57%"
"19-05-2021","12,809.00","12,816.55","12,882.50","12,791.15","2.43B","-0.23%"
"18-05-2021","12,839.10","12,794.95","12,855.60","12,783.15","2.44B","1.32%"
"17-05-2021","12,672.10","12,544.55","12,683.80","12,511.30","2.44B","1.60%"
"14-05-2021","12,472.15","12,595.15","12,595.35","12,408.10","2.99B","-0.52%"
"12-05-2021","12,537.95","12,646.25","12,646.95","12,496.65","4.15B","-0.83%"
"11-05-2021","12,642.25","12,559.95","12,675.20","12,538.65","3.75B","-0.22%"
"10-05-2021","12,669.90","12,649.45","12,685.80","12,625.90","3.08B","0.85%"
"07-05-2021","12,563.10","12,579.90","12,600.15","12,527.35","2.59B","0.49%"
"06-05-2021","12,501.90","12,465.70","12,514.10","12,407.65","2.21B","0.72%"
"05-05-2021","12,413.00","12,394.85","12,426.95","12,319.25","2.15B","0.92%"
"04-05-2021","12,300.45","12,457.40","12,487.15","12,272.35","3.09B","-0.76%"
"03-05-2021","12,395.25","12,256.85","12,419.00","12,210.55","2.32B","0.25%"
"30-04-2021","12,364.35","12,425.80","12,524.10","12,341.20","2.33B","-1.34%"
"29-04-2021","12,532.80","12,613.80","12,659.40","12,471.90","2.20B","0.12%"
"28-04-2021","12,517.95","12,422.50","12,537.05","12,412.00","1.90B","1.26%"
"27-04-2021","12,362.55","12,238.55","12,374.00","12,232.80","1.94B","1.19%"
"26-04-2021","12,216.85","12,197.10","12,263.60","12,180.85","1.76B","0.92%"
"23-04-2021","12,105.60","12,086.20","12,199.40","12,044.90","1.94B","-0.22%"
"22-04-2021","12,132.05","11,997.20","12,147.50","11,950.65","1.93B","0.64%"
"20-04-2021","12,055.40","12,213.55","12,232.85","11,981.35","1.78B","-0.17%"
"19-04-2021","12,076.45","12,032.75","12,094.55","11,923.20","1.96B","-1.80%"
"16-04-2021","12,298.05","12,261.90","12,358.55","12,232.40","1.82B","0.49%"
"15-04-2021","12,237.60","12,189.80","12,248.90","12,055.15","2.04B","0.42%"
"13-04-2021","12,186.70","12,068.05","12,201.55","12,006.70","2.28B","1.35%"
"12-04-2021","12,024.10","12,357.35","12,361.40","11,978.45","2.87B","-4.02%"
"09-04-2021","12,527.40","12,552.90","12,591.95","12,490.00","2.09B","-0.11%"
"08-04-2021","12,541.65","12,533.45","12,624.25","12,501.25","2.10B","0.48%"
"07-04-2021","12,481.30","12,389.25","12,510.70","12,347.70","1.88B","1.00%"
"06-04-2021","12,358.10","12,374.70","12,422.85","12,254.95","1.90B","0.48%"
"05-04-2021","12,298.60","12,463.70","12,466.25","12,149.40","2.04B","-1.45%"
"01-04-2021","12,479.00","12,401.35","12,492.55","12,334.35","2.03B","1.34%"
"31-03-2021","12,313.70","12,376.80","12,376.80","12,298.70","2.02B","-0.60%"
"30-03-2021","12,387.90","12,256.00","12,404.25","12,249.00","2.34B","1.97%"
"26-03-2021","12,148.90","12,134.75","12,191.95","12,072.20","2.17B","1.30%"
"25-03-2021","11,993.30","12,218.80","12,221.55","11,939.00","2.80B","-1.67%"
"24-03-2021","12,197.20","12,346.05","12,390.60","12,183.70","1.91B","-1.77%"
"23-03-2021","12,417.30","12,375.40","12,462.00","12,340.30","1.93B","0.64%"
"22-03-2021","12,338.60","12,322.75","12,360.45","12,235.60","1.85B","0.20%"
"19-03-2021","12,314.50","12,096.80","12,342.30","11,951.40","3.13B","1.15%"
"18-03-2021","12,174.45","12,426.90","12,449.85","12,100.60","2.31B","-1.18%"
"17-03-2021","12,319.90","12,540.15","12,546.55","12,301.15","1.94B","-1.54%"
"16-03-2021","12,512.70","12,564.80","12,601.05","12,487.80","1.86B","0.02%"
"15-03-2021","12,510.15","12,623.05","12,624.30","12,364.95","2.06B","-0.67%"
"12-03-2021","12,593.90","12,806.15","12,816.15","12,534.45","2.33B","-0.77%"
"10-03-2021","12,691.35","12,705.10","12,722.60","12,627.80","1.67B","0.59%"
"09-03-2021","12,617.20","12,638.40","12,679.65","12,494.60","2.35B","0.46%"
"08-03-2021","12,558.95","12,607.05","12,682.55","12,534.75","2.16B","0.16%"
"05-03-2021","12,539.00","12,621.95","12,697.05","12,478.45","2.79B","-1.18%"
"04-03-2021","12,688.85","12,607.55","12,771.10","12,589.75","3.13B","-0.59%"
"03-03-2021","12,764.80","12,635.85","12,781.85","12,603.05","2.96B","1.96%"
"02-03-2021","12,519.40","12,458.35","12,548.20","12,385.95","2.94B","1.22%"
"01-03-2021","12,368.30","12,316.30","12,395.80","12,271.85","2.89B","1.53%"
"26-02-2021","12,181.40","12,401.05","12,449.00","12,134.50","4.14B","-3.07%"
"25-02-2021","12,567.85","12,543.50","12,615.40","12,533.30","3.27B","0.90%"
"24-02-2021","12,455.20","12,299.55","12,470.20","12,294.85","1.82B","1.56%"
"23-02-2021","12,263.70","12,294.30","12,356.45","12,190.65","2.79B","0.42%"
"22-02-2021","12,212.55","12,457.25","12,471.65","12,174.60","2.74B","-1.82%"
"19-02-2021","12,438.80","12,540.85","12,592.50","12,360.70","4.13B","-1.01%"
"18-02-2021","12,565.70","12,633.30","12,655.40","12,535.65","3.90B","-0.25%"
"17-02-2021","12,597.45","12,631.10","12,669.85","12,561.55","3.44B","-0.39%"
"16-02-2021","12,647.20","12,679.65","12,724.55","12,580.95","2.74B","0.12%"
"15-02-2021","12,632.05","12,592.00","12,648.70","12,576.70","2.19B","0.99%"
"12-02-2021","12,508.55","12,531.35","12,571.00","12,443.05","2.43B","-0.04%"
"11-02-2021","12,514.10","12,433.50","12,522.45","12,426.15","2.38B","0.50%"
"10-02-2021","12,452.45","12,452.95","12,490.45","12,347.10","2.38B","0.15%"
"09-02-2021","12,434.20","12,487.60","12,545.45","12,396.20","2.93B","-0.06%"
"08-02-2021","12,441.30","12,389.50","12,469.30","12,376.65","2.55B","1.31%"
"05-02-2021","12,279.85","12,345.25","12,386.25","12,247.45","3.53B","-0.05%"
"04-02-2021","12,285.85","12,184.65","12,297.55","12,140.85","3.40B","0.92%"
"03-02-2021","12,174.05","12,139.70","12,234.70","12,005.40","3.08B","1.00%"
"02-02-2021","12,053.25","11,921.70","12,102.60","11,916.65","3.12B","2.41%"
"01-02-2021","11,770.15","11,396.90","11,806.45","11,304.00","3.21B","4.14%"
"29-01-2021","11,302.40","11,549.85","11,568.90","11,273.55","2.76B","-1.22%"
"28-01-2021","11,442.55","11,419.30","11,503.20","11,365.85","2.95B","-0.90%"
"27-01-2021","11,546.35","11,744.30","11,744.30","11,511.55","2.60B","-1.68%"
"25-01-2021","11,743.70","11,951.10","11,968.40","11,719.55","2.69B","-0.93%"
"22-01-2021","11,854.50","12,020.30","12,053.10","11,842.40","3.04B","-1.34%"
"21-01-2021","12,015.95","12,154.70","12,167.95","11,959.60","2.73B","-0.52%"
"20-01-2021","12,078.35","12,002.10","12,092.05","11,987.60","2.41B","0.81%"
"19-01-2021","11,981.85","11,851.15","11,993.30","11,849.15","2.21B","1.75%"
"18-01-2021","11,776.20","11,943.65","11,948.20","11,733.35","2.84B","-1.30%"
"15-01-2021","11,931.20","12,078.60","12,100.85","11,864.05","3.92B","-1.15%"
"14-01-2021","12,069.50","12,043.40","12,081.55","11,976.15","2.48B","0.24%"
"13-01-2021","12,041.10","12,123.00","12,133.40","11,925.00","3.84B","-0.14%"
"12-01-2021","12,058.35","12,000.80","12,083.70","11,969.75","3.50B","0.43%"
"11-01-2021","12,006.50","12,024.65","12,024.65","11,921.75","2.41B","0.68%"
"08-01-2021","11,925.60","11,865.50","11,940.45","11,841.85","2.87B","1.36%"
"07-01-2021","11,766.10","11,833.60","11,834.40","11,753.80","2.92B","0.24%"
"06-01-2021","11,737.90","11,806.75","11,817.10","11,640.15","3.21B","-0.25%"
"05-01-2021","11,767.00","11,647.60","11,780.80","11,613.50","2.86B","0.64%"
"04-01-2021","11,691.80","11,651.50","11,703.25","11,542.15","3.24B","1.01%"
"01-01-2021","11,574.85","11,535.85","11,594.85","11,532.60","2.20B","0.49%"
"31-12-2020","11,518.30","11,508.55","11,548.35","11,483.55","2.70B","0.08%"
"30-12-2020","11,509.65","11,507.05","11,521.20","11,414.10","1.87B","0.37%"
"29-12-2020","11,467.00","11,475.25","11,506.20","11,405.80","2.02B","0.28%"
"28-12-2020","11,434.70","11,387.45","11,443.45","11,386.10","1.95B","0.97%"
"24-12-2020","11,325.25","11,292.05","11,342.45","11,245.75","2.17B","0.89%"
"23-12-2020","11,225.55","11,092.40","11,239.60","11,062.20","2.58B","1.35%"
"22-12-2020","11,075.75","10,979.85","11,097.30","10,791.85","2.98B","1.02%"
"21-12-2020","10,964.25","11,338.40","11,365.55","10,787.50","2.78B","-3.44%"
"18-12-2020","11,355.00","11,368.70","11,376.70","11,263.15","2.28B","0.08%"
"17-12-2020","11,346.35","11,347.10","11,385.60","11,322.75","2.01B","0.23%"
"16-12-2020","11,320.10","11,299.20","11,328.40","11,265.80","2.51B","0.86%"
"15-12-2020","11,223.90","11,212.35","11,234.45","11,128.40","2.33B","0.08%"
"14-12-2020","11,215.25","11,223.30","11,240.40","11,157.65","2.15B","0.39%"
"11-12-2020","11,171.40","11,172.65","11,221.95","11,082.00","3.06B","0.27%"
"10-12-2020","11,141.35","11,156.90","11,156.90","11,060.20","2.67B","-0.36%"
"09-12-2020","11,181.20","11,147.55","11,201.75","11,143.45","3.17B","0.83%"
"08-12-2020","11,088.65","11,112.60","11,136.80","11,008.40","3.18B","0.17%"
"07-12-2020","11,070.25","10,994.15","11,078.35","10,982.75","2.44B","0.83%"
"04-12-2020","10,978.85","10,934.65","10,990.20","10,888.95","2.68B","0.78%"
"03-12-2020","10,893.60","10,936.75","10,936.75","10,871.80","2.73B","0.33%"
"02-12-2020","10,858.15","10,856.25","10,866.15","10,755.90","2.78B","0.21%"
"01-12-2020","10,835.15","10,803.25","10,850.15","10,734.30","2.71B","1.08%"
"27-11-2020","10,719.05","10,703.25","10,751.00","10,670.20","4.52B","0.42%"
"26-11-2020","10,674.05","10,611.05","10,694.75","10,531.90","2.08B","0.94%"
"25-11-2020","10,574.95","10,794.40","10,804.10","10,556.20","2.73B","-1.48%"
"24-11-2020","10,733.60","10,698.30","10,749.35","10,686.50","2.42B","0.92%"
"23-11-2020","10,635.95","10,642.85","10,661.25","10,567.45","2.66B","0.71%"
"20-11-2020","10,560.55","10,514.85","10,583.75","10,456.95","2.58B","0.79%"
"19-11-2020","10,477.50","10,522.90","10,633.15","10,453.60","2.69B","-1.05%"
"18-11-2020","10,588.35","10,516.75","10,594.95","10,491.50","2.50B","0.61%"
